epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
675,3167.88,0.39334,0.33625,0.87711,0.83192,0.73452,0.84177,0.77877,0.47398,0.62222,0.94944,0.00977758,0.00977758,0.00977758
676,3172.54,0.37398,0.34505,0.85375,0.83704,0.73452,0.82229,0.76312,0.48197,0.67336,0.95369,0.00977725,0.00977725,0.00977725
677,3177.24,0.3462,0.33238,0.81444,0.83704,0.73452,0.82229,0.76312,0.48197,0.67336,0.95369,0.00977692,0.00977692,0.00977692
678,3181.97,0.41309,0.34552,0.86093,0.83937,0.73452,0.83502,0.77122,0.49183,0.68401,0.95141,0.00977659,0.00977659,0.00977659
679,3186.61,0.3689,0.33969,0.83414,0.8314,0.73195,0.83163,0.77237,0.4916,0.70184,0.95343,0.00977626,0.00977626,0.00977626
680,3191.33,0.3437,0.34207,0.82614,0.84122,0.73452,0.83793,0.77463,0.47171,0.67007,0.93723,0.00977593,0.00977593,0.00977593
681,3195.99,0.32431,0.29049,0.83236,0.84122,0.73452,0.83793,0.77463,0.47171,0.67007,0.93723,0.0097756,0.0097756,0.0097756
682,3200.66,0.36605,0.33978,0.84512,0.84398,0.75891,0.84371,0.77955,0.50664,0.70376,0.94929,0.00977527,0.00977527,0.00977527
683,3205.33,0.35645,0.33787,0.83631,0.84341,0.76112,0.84848,0.78292,0.47989,0.67311,0.9404,0.00977494,0.00977494,0.00977494
684,3210.01,0.34078,0.31264,0.84635,0.84116,0.76472,0.85175,0.78058,0.4764,0.65399,0.93916,0.00977461,0.00977461,0.00977461
685,3214.61,0.36362,0.33559,0.83882,0.84116,0.76472,0.85175,0.78058,0.4764,0.65399,0.93916,0.00977428,0.00977428,0.00977428
686,3219.31,0.37127,0.35721,0.88062,0.84437,0.76136,0.85445,0.77857,0.45673,0.62296,0.92954,0.00977395,0.00977395,0.00977395
687,3223.96,0.33106,0.31407,0.83288,0.82236,0.78827,0.86053,0.77617,0.51882,0.63914,0.93728,0.00977362,0.00977362,0.00977362
688,3228.55,0.35796,0.329,0.83239,0.78355,0.82854,0.86265,0.7916,0.4735,0.61233,0.92982,0.00977329,0.00977329,0.00977329
689,3233.19,0.34339,0.30046,0.84899,0.78355,0.82854,0.86265,0.7916,0.4735,0.61233,0.92982,0.00977296,0.00977296,0.00977296
690,3237.92,0.37532,0.3341,0.8396,0.80518,0.81996,0.85884,0.7846,0.50031,0.6046,0.93658,0.00977263,0.00977263,0.00977263
691,3242.99,0.38046,0.33968,0.84953,0.83276,0.77619,0.85926,0.80047,0.43875,0.53797,0.92146,0.0097723,0.0097723,0.0097723
692,3247.73,0.35211,0.307,0.81694,0.82902,0.77249,0.85926,0.7886,0.50162,0.56897,0.93439,0.00977197,0.00977197,0.00977197
693,3252.45,0.38935,0.33125,0.83288,0.82902,0.77249,0.85926,0.7886,0.50162,0.56897,0.93439,0.00977164,0.00977164,0.00977164
694,3257.31,0.35337,0.30873,0.81843,0.77334,0.83867,0.85914,0.7839,0.45156,0.53654,0.91992,0.00977131,0.00977131,0.00977131
695,3262.3,0.38199,0.34103,0.83381,0.80013,0.79009,0.85888,0.7864,0.47514,0.54279,0.91985,0.00977098,0.00977098,0.00977098
696,3267.22,0.35023,0.32139,0.83008,0.80108,0.81732,0.85603,0.78022,0.47755,0.55825,0.92814,0.00977065,0.00977065,0.00977065
697,3272.48,0.33669,0.3266,0.84389,0.80108,0.81732,0.85603,0.78022,0.47755,0.55825,0.92814,0.00977032,0.00977032,0.00977032
698,3277.91,0.40415,0.33601,0.83818,0.80377,0.85316,0.85349,0.76584,0.47723,0.60682,0.92552,0.00976999,0.00976999,0.00976999
699,3283.14,0.36374,0.33071,0.80666,0.83063,0.80315,0.84986,0.76889,0.45955,0.61763,0.92275,0.00976966,0.00976966,0.00976966
700,3288.28,0.38989,0.36681,0.89149,0.83822,0.78214,0.83505,0.74746,0.48352,0.70273,0.93176,0.00976933,0.00976933,0.00976933
701,3293.55,0.3439,0.31317,0.83981,0.83822,0.78214,0.83505,0.74746,0.48352,0.70273,0.93176,0.009769,0.009769,0.009769
702,3298.64,0.35016,0.32198,0.83835,0.83422,0.77934,0.82187,0.73428,0.46969,0.73158,0.92736,0.00976867,0.00976867,0.00976867
703,3303.72,0.31237,0.30767,0.81207,0.83197,0.73218,0.82994,0.75609,0.45945,0.72436,0.92113,0.00976834,0.00976834,0.00976834
704,3308.81,0.37944,0.33584,0.84843,0.81693,0.73249,0.82263,0.75076,0.45105,0.73846,0.91982,0.00976801,0.00976801,0.00976801
705,3313.93,0.34069,0.30481,0.81925,0.81693,0.73249,0.82263,0.75076,0.45105,0.73846,0.91982,0.00976768,0.00976768,0.00976768
706,3318.99,0.36261,0.33561,0.85683,0.82631,0.76876,0.81553,0.74706,0.45293,0.72166,0.92088,0.00976735,0.00976735,0.00976735
707,3324.13,0.38692,0.35418,0.841,0.78293,0.78361,0.81602,0.74258,0.46464,0.74002,0.92472,0.00976702,0.00976702,0.00976702
708,3329.16,0.38595,0.33577,0.83748,0.78743,0.77358,0.81912,0.74281,0.4816,0.75355,0.93808,0.00976669,0.00976669,0.00976669
709,3334.2,0.30558,0.29958,0.8269,0.78743,0.77358,0.81912,0.74281,0.4816,0.75355,0.93808,0.00976636,0.00976636,0.00976636
710,3339.25,0.36031,0.34056,0.8394,0.77205,0.81981,0.82541,0.75303,0.48597,0.74568,0.94295,0.00976603,0.00976603,0.00976603
711,3344.31,0.41042,0.36316,0.85298,0.77439,0.78624,0.82688,0.76,0.48557,0.73107,0.94966,0.0097657,0.0097657,0.0097657
712,3349.41,0.31334,0.30357,0.84951,0.81739,0.81612,0.83582,0.7621,0.487,0.72789,0.95338,0.00976537,0.00976537,0.00976537
713,3354.45,0.37071,0.33375,0.86648,0.81739,0.81612,0.83582,0.7621,0.487,0.72789,0.95338,0.00976504,0.00976504,0.00976504
714,3359.55,0.38224,0.3433,0.81432,0.74955,0.81442,0.83676,0.76421,0.50495,0.73052,0.96256,0.00976471,0.00976471,0.00976471
715,3364.62,0.39072,0.34808,0.82549,0.73416,0.81913,0.83574,0.75912,0.49065,0.68878,0.94816,0.00976438,0.00976438,0.00976438
716,3369.77,0.4068,0.35841,0.85541,0.75393,0.80508,0.84415,0.78188,0.49886,0.67825,0.95726,0.00976405,0.00976405,0.00976405
717,3374.88,0.34024,0.34197,0.83438,0.75393,0.80508,0.84415,0.78188,0.49886,0.67825,0.95726,0.00976372,0.00976372,0.00976372
718,3379.96,0.32668,0.30291,0.83634,0.76939,0.81722,0.84836,0.77924,0.47484,0.6588,0.94156,0.00976339,0.00976339,0.00976339
719,3385.07,0.33334,0.3123,0.8312,0.83696,0.72946,0.84309,0.78169,0.48182,0.69681,0.93256,0.00976306,0.00976306,0.00976306
720,3390.2,0.34115,0.33724,0.82948,0.75245,0.81795,0.84909,0.77768,0.45287,0.63046,0.91596,0.00976273,0.00976273,0.00976273
721,3395.27,0.3271,0.29363,0.83456,0.75245,0.81795,0.84909,0.77768,0.45287,0.63046,0.91596,0.0097624,0.0097624,0.0097624
722,3400.37,0.36389,0.31205,0.84139,0.77781,0.82735,0.85458,0.77844,0.45833,0.65042,0.91001,0.00976207,0.00976207,0.00976207
723,3405.45,0.35945,0.33989,0.83855,0.78379,0.82381,0.85037,0.78592,0.43182,0.64038,0.89892,0.00976174,0.00976174,0.00976174
724,3410.57,0.3428,0.32606,0.85533,0.81092,0.85333,0.84544,0.78741,0.42723,0.63663,0.89447,0.00976141,0.00976141,0.00976141
725,3415.71,0.36317,0.33677,0.83813,0.81092,0.85333,0.84544,0.78741,0.42723,0.63663,0.89447,0.00976108,0.00976108,0.00976108
726,3420.86,0.32852,0.33172,0.84764,0.81015,0.8033,0.84797,0.78597,0.44146,0.60726,0.8976,0.00976075,0.00976075,0.00976075
727,3425.96,0.34281,0.31462,0.84445,0.85426,0.84619,0.8648,0.80053,0.42741,0.60839,0.89663,0.00976042,0.00976042,0.00976042
728,3431.06,0.34379,0.33395,0.85359,0.85296,0.84421,0.86389,0.77892,0.4698,0.61513,0.90005,0.00976009,0.00976009,0.00976009
729,3436.13,0.33207,0.31768,0.8503,0.85296,0.84421,0.86389,0.77892,0.4698,0.61513,0.90005,0.00975976,0.00975976,0.00975976
730,3441.24,0.32495,0.30559,0.81791,0.83798,0.74645,0.84506,0.77146,0.4504,0.6185,0.89608,0.00975943,0.00975943,0.00975943
731,3446.41,0.33943,0.32665,0.84229,0.83281,0.7446,0.85505,0.76934,0.45785,0.60219,0.89358,0.0097591,0.0097591,0.0097591
732,3451.5,0.29987,0.31462,0.82023,0.88783,0.69696,0.82232,0.7582,0.44586,0.57391,0.88745,0.00975877,0.00975877,0.00975877
733,3456.61,0.35532,0.31634,0.83561,0.88783,0.69696,0.82232,0.7582,0.44586,0.57391,0.88745,0.00975844,0.00975844,0.00975844
734,3461.73,0.32771,0.33138,0.82449,0.88914,0.69286,0.84035,0.73332,0.42929,0.59367,0.88496,0.00975811,0.00975811,0.00975811
735,3466.8,0.36344,0.34701,0.86452,0.82691,0.73014,0.81119,0.74767,0.43187,0.63046,0.88844,0.00975778,0.00975778,0.00975778
736,3471.89,0.32328,0.31889,0.84275,0.85372,0.76206,0.83913,0.75839,0.41913,0.67839,0.88944,0.00975745,0.00975745,0.00975745
737,3476.97,0.39844,0.35632,0.87501,0.85372,0.76206,0.83913,0.75839,0.41913,0.67839,0.88944,0.00975712,0.00975712,0.00975712
738,3482.05,0.36114,0.33731,0.83615,0.84388,0.73223,0.80165,0.74424,0.4266,0.67656,0.89056,0.00975679,0.00975679,0.00975679
739,3487.19,0.35528,0.31409,0.85331,0.77999,0.78214,0.82163,0.75978,0.41357,0.69405,0.88623,0.00975646,0.00975646,0.00975646
740,3492.4,0.40358,0.34052,0.81929,0.78385,0.78214,0.79323,0.73227,0.45528,0.69145,0.89556,0.00975613,0.00975613,0.00975613
741,3497.5,0.34284,0.33807,0.84731,0.78385,0.78214,0.79323,0.73227,0.45528,0.69145,0.89556,0.0097558,0.0097558,0.0097558
742,3502.59,0.34638,0.29416,0.83749,0.82836,0.72652,0.76991,0.7207,0.43284,0.7189,0.8926,0.00975547,0.00975547,0.00975547
743,3507.71,0.33434,0.30233,0.83973,0.79297,0.77429,0.80833,0.74139,0.4646,0.71774,0.89947,0.00975514,0.00975514,0.00975514
744,3512.76,0.39084,0.37975,0.82546,0.79419,0.77446,0.81656,0.75301,0.4362,0.71208,0.89468,0.00975481,0.00975481,0.00975481
745,3517.81,0.33395,0.37233,0.81865,0.79419,0.77446,0.81656,0.75301,0.4362,0.71208,0.89468,0.00975448,0.00975448,0.00975448
746,3522.81,0.29857,0.29053,0.8165,0.76219,0.8096,0.81992,0.75653,0.43984,0.75106,0.89526,0.00975415,0.00975415,0.00975415
747,3527.8,0.34014,0.32678,0.82254,0.75252,0.77256,0.8143,0.73662,0.46845,0.80073,0.90143,0.00975382,0.00975382,0.00975382
748,3532.87,0.38152,0.34717,0.82048,0.79149,0.75887,0.82947,0.75733,0.43601,0.76874,0.89762,0.00975349,0.00975349,0.00975349
749,3537.92,0.29719,0.28861,0.79746,0.79149,0.75887,0.82947,0.75733,0.43601,0.76874,0.89762,0.00975316,0.00975316,0.00975316
750,3542.96,0.35012,0.3173,0.84101,0.79292,0.7584,0.82429,0.75022,0.44867,0.75612,0.89983,0.00975283,0.00975283,0.00975283
751,3548.04,0.31323,0.30382,0.82072,0.79348,0.76323,0.81677,0.74329,0.42586,0.74405,0.89834,0.0097525,0.0097525,0.0097525
752,3553.05,0.35331,0.31947,0.85728,0.85713,0.69209,0.81189,0.73729,0.45773,0.7758,0.9055,0.00975217,0.00975217,0.00975217
753,3558.14,0.34415,0.31094,0.83338,0.85713,0.69209,0.81189,0.73729,0.45773,0.7758,0.9055,0.00975184,0.00975184,0.00975184
754,3563.23,0.3686,0.33562,0.8368,0.80847,0.72931,0.79849,0.73141,0.43419,0.73473,0.89407,0.00975151,0.00975151,0.00975151
755,3568.22,0.40652,0.36296,0.87845,0.80972,0.72946,0.81585,0.7426,0.44366,0.72418,0.89259,0.00975118,0.00975118,0.00975118
756,3573.23,0.33851,0.30163,0.81964,0.82092,0.73452,0.81175,0.74829,0.43522,0.70067,0.89227,0.00975085,0.00975085,0.00975085
757,3578.21,0.39476,0.32958,0.8616,0.82092,0.73452,0.81175,0.74829,0.43522,0.70067,0.89227,0.00975052,0.00975052,0.00975052
758,3583.2,0.34299,0.30298,0.82918,0.81636,0.73452,0.8136,0.76059,0.44516,0.69119,0.89478,0.00975019,0.00975019,0.00975019
759,3588.15,0.34252,0.33453,0.84491,0.80545,0.73452,0.81492,0.7552,0.45558,0.70062,0.89564,0.00974986,0.00974986,0.00974986
760,3593.16,0.33957,0.30509,0.81508,0.80569,0.73452,0.82007,0.76397,0.44531,0.6948,0.89197,0.00974953,0.00974953,0.00974953
761,3598.14,0.35741,0.31638,0.85004,0.80569,0.73452,0.82007,0.76397,0.44531,0.6948,0.89197,0.0097492,0.0097492,0.0097492
762,3603.15,0.31964,0.30963,0.84937,0.77191,0.77511,0.82154,0.7514,0.44324,0.69131,0.89325,0.00974887,0.00974887,0.00974887
763,3608.21,0.3448,0.32458,0.82454,0.77789,0.77932,0.82112,0.74637,0.44359,0.68517,0.89464,0.00974854,0.00974854,0.00974854
764,3613.2,0.31428,0.29973,0.81956,0.77603,0.77839,0.81901,0.74398,0.46352,0.6737,0.89664,0.00974821,0.00974821,0.00974821
765,3618.18,0.33854,0.3118,0.84108,0.77603,0.77839,0.81901,0.74398,0.46352,0.6737,0.89664,0.00974788,0.00974788,0.00974788
766,3623.2,0.35645,0.32127,0.85533,0.81421,0.73452,0.81726,0.75687,0.4605,0.68167,0.89137,0.00974755,0.00974755,0.00974755
767,3628.2,0.40949,0.35464,0.88494,0.81972,0.73452,0.81513,0.75207,0.44306,0.67716,0.88583,0.00974722,0.00974722,0.00974722
768,3633.19,0.31884,0.3276,0.80331,0.89046,0.69913,0.82383,0.76077,0.42638,0.6511,0.87819,0.00974689,0.00974689,0.00974689
769,3638.19,0.3846,0.34693,0.84352,0.89046,0.69913,0.82383,0.76077,0.42638,0.6511,0.87819,0.00974656,0.00974656,0.00974656
770,3643.23,0.32624,0.31116,0.84507,0.89489,0.70483,0.82814,0.75227,0.42952,0.61811,0.87873,0.00974623,0.00974623,0.00974623
771,3648.23,0.34251,0.31032,0.85949,0.85125,0.73109,0.8173,0.74715,0.39093,0.62877,0.86759,0.0097459,0.0097459,0.0097459
772,3653.24,0.34113,0.32076,0.83312,0.85314,0.7323,0.81747,0.75061,0.39535,0.63259,0.86869,0.00974557,0.00974557,0.00974557
773,3658.22,0.33102,0.31404,0.83921,0.85314,0.7323,0.81747,0.75061,0.39535,0.63259,0.86869,0.00974524,0.00974524,0.00974524
774,3663.23,0.35166,0.35427,0.82038,0.85627,0.74322,0.81965,0.75487,0.37868,0.629,0.86482,0.00974491,0.00974491,0.00974491
775,3668.23,0.35137,0.32298,0.8599,0.86854,0.72764,0.81089,0.75429,0.37849,0.64287,0.8602,0.00974458,0.00974458,0.00974458
776,3673.26,0.36759,0.38932,0.84423,0.88335,0.72825,0.81263,0.75512,0.39563,0.64561,0.86363,0.00974425,0.00974425,0.00974425
777,3678.23,0.31997,0.29853,0.82991,0.88335,0.72825,0.81263,0.75512,0.39563,0.64561,0.86363,0.00974392,0.00974392,0.00974392
778,3683.28,0.32399,0.3094,0.86267,0.86399,0.73025,0.80648,0.74942,0.37676,0.66827,0.85828,0.00974359,0.00974359,0.00974359
779,3688.28,0.32312,0.31078,0.83121,0.84989,0.74522,0.81213,0.76383,0.38839,0.70742,0.85967,0.00974326,0.00974326,0.00974326
780,3693.35,0.33502,0.3452,0.85152,0.84323,0.73215,0.82913,0.76909,0.36792,0.69532,0.85545,0.00974293,0.00974293,0.00974293
781,3698.35,0.31692,0.2966,0.83958,0.84323,0.73215,0.82913,0.76909,0.36792,0.69532,0.85545,0.0097426,0.0097426,0.0097426
782,3703.34,0.31242,0.30194,0.82268,0.84296,0.73217,0.82852,0.75978,0.40909,0.69267,0.86095,0.00974227,0.00974227,0.00974227
783,3708.32,0.32609,0.33274,0.82232,0.84502,0.73268,0.84067,0.76875,0.39472,0.68095,0.859,0.00974194,0.00974194,0.00974194
784,3713.38,0.37604,0.33711,0.82899,0.8507,0.73452,0.83864,0.76595,0.40092,0.64896,0.86477,0.00974161,0.00974161,0.00974161
785,3718.36,0.32352,0.30602,0.84308,0.8507,0.73452,0.83864,0.76595,0.40092,0.64896,0.86477,0.00974128,0.00974128,0.00974128
786,3723.35,0.36492,0.34274,0.84355,0.85026,0.73452,0.84036,0.77254,0.43231,0.68637,0.86746,0.00974095,0.00974095,0.00974095
787,3728.36,0.37058,0.33594,0.81719,0.82421,0.77743,0.84151,0.79381,0.41653,0.66669,0.86776,0.00974062,0.00974062,0.00974062
788,3733.4,0.35539,0.35093,0.83545,0.83072,0.77806,0.85318,0.79293,0.41531,0.64591,0.86244,0.00974029,0.00974029,0.00974029
789,3738.39,0.37665,0.35264,0.8602,0.83072,0.77806,0.85318,0.79293,0.41531,0.64591,0.86244,0.00973996,0.00973996,0.00973996
790,3743.46,0.30076,0.28987,0.82461,0.83414,0.77805,0.85251,0.81444,0.40282,0.63359,0.8539,0.00973963,0.00973963,0.00973963
791,3748.46,0.34703,0.32487,0.82593,0.82577,0.77804,0.85506,0.80654,0.38858,0.64625,0.8508,0.0097393,0.0097393,0.0097393
792,3753.44,0.37997,0.34545,0.85934,0.85913,0.74494,0.85519,0.80716,0.40472,0.63304,0.85431,0.00973897,0.00973897,0.00973897
793,3758.39,0.3221,0.32155,0.83894,0.85913,0.74494,0.85519,0.80716,0.40472,0.63304,0.85431,0.00973864,0.00973864,0.00973864
794,3763.39,0.3547,0.33273,0.84073,0.86013,0.74845,0.85848,0.81912,0.39729,0.62757,0.85528,0.00973831,0.00973831,0.00973831
795,3768.35,0.37303,0.34098,0.8379,0.85999,0.74793,0.85567,0.81171,0.41389,0.64929,0.85541,0.00973798,0.00973798,0.00973798
796,3773.31,0.33019,0.3191,0.81446,0.85902,0.74606,0.84395,0.79335,0.39932,0.6314,0.85472,0.00973765,0.00973765,0.00973765
797,3778.29,0.32586,0.31645,0.81961,0.85902,0.74606,0.84395,0.79335,0.39932,0.6314,0.85472,0.00973732,0.00973732,0.00973732
798,3783.28,0.34198,0.3232,0.83613,0.80189,0.82243,0.8488,0.80147,0.41433,0.65938,0.86734,0.00973699,0.00973699,0.00973699
799,3788.29,0.35451,0.33303,0.84744,0.79742,0.81638,0.84617,0.79982,0.4095,0.69775,0.87442,0.00973666,0.00973666,0.00973666
800,3793.33,0.36168,0.32385,0.85349,0.79374,0.81215,0.84439,0.80893,0.41569,0.69574,0.87813,0.00973633,0.00973633,0.00973633
801,3798.3,0.37777,0.34865,0.85337,0.79374,0.81215,0.84439,0.80893,0.41569,0.69574,0.87813,0.009736,0.009736,0.009736
802,3803.29,0.35448,0.31456,0.84277,0.85693,0.74926,0.83794,0.79456,0.41693,0.69626,0.88223,0.00973567,0.00973567,0.00973567
803,3808.26,0.36665,0.33876,0.85575,0.85535,0.75553,0.83111,0.7974,0.43181,0.70711,0.88831,0.00973534,0.00973534,0.00973534
804,3813.24,0.37765,0.32765,0.84815,0.79302,0.82976,0.82717,0.77226,0.43282,0.73442,0.89154,0.00973501,0.00973501,0.00973501
805,3818.27,0.40739,0.35916,0.85917,0.79302,0.82976,0.82717,0.77226,0.43282,0.73442,0.89154,0.00973468,0.00973468,0.00973468
806,3823.24,0.32315,0.30376,0.82897,0.82109,0.82976,0.82731,0.77499,0.44754,0.75841,0.8996,0.00973435,0.00973435,0.00973435
807,3828.26,0.39116,0.34837,0.84317,0.8238,0.82976,0.82806,0.77781,0.43531,0.74583,0.89523,0.00973402,0.00973402,0.00973402
808,3833.25,0.38188,0.36144,0.84468,0.82766,0.82976,0.82746,0.78316,0.45528,0.74999,0.9021,0.00973369,0.00973369,0.00973369
809,3838.2,0.37872,0.3372,0.83811,0.82766,0.82976,0.82746,0.78316,0.45528,0.74999,0.9021,0.00973336,0.00973336,0.00973336
810,3843.22,0.34027,0.31761,0.84459,0.8037,0.82976,0.82589,0.77266,0.45584,0.75882,0.90521,0.00973303,0.00973303,0.00973303
811,3848.25,0.34423,0.33013,0.85471,0.81472,0.82976,0.82821,0.77706,0.44521,0.75948,0.90193,0.0097327,0.0097327,0.0097327
812,3853.21,0.33166,0.31318,0.85295,0.83114,0.81587,0.82887,0.77955,0.45014,0.75273,0.90492,0.00973237,0.00973237,0.00973237
813,3858.14,0.34267,0.32224,0.82269,0.83114,0.81587,0.82887,0.77955,0.45014,0.75273,0.90492,0.00973204,0.00973204,0.00973204
814,3863.14,0.34146,0.33406,0.85178,0.85092,0.76744,0.82387,0.78017,0.4457,0.733,0.91392,0.00973171,0.00973171,0.00973171
815,3868.11,0.32118,0.30684,0.82389,0.83692,0.77861,0.83472,0.78217,0.45755,0.74961,0.91311,0.00973138,0.00973138,0.00973138
816,3873.11,0.3328,0.31065,0.86497,0.83328,0.77895,0.84162,0.76044,0.46455,0.72089,0.90716,0.00973105,0.00973105,0.00973105
817,3878.19,0.39606,0.34903,0.84112,0.83328,0.77895,0.84162,0.76044,0.46455,0.72089,0.90716,0.00973072,0.00973072,0.00973072
818,3883.18,0.36089,0.32785,0.85878,0.83292,0.81758,0.83604,0.76746,0.44474,0.68772,0.90104,0.00973039,0.00973039,0.00973039
819,3888.15,0.31501,0.29679,0.81983,0.81604,0.82976,0.84286,0.77278,0.46674,0.65146,0.90347,0.00973006,0.00973006,0.00973006
820,3893.17,0.35636,0.32115,0.83736,0.85317,0.76084,0.84605,0.77408,0.46117,0.64751,0.9164,0.00972973,0.00972973,0.00972973
821,3898.21,0.3521,0.31843,0.86417,0.85317,0.76084,0.84605,0.77408,0.46117,0.64751,0.9164,0.0097294,0.0097294,0.0097294
822,3903.24,0.34839,0.33188,0.82616,0.78351,0.85529,0.85823,0.76785,0.46846,0.61958,0.91668,0.00972907,0.00972907,0.00972907
823,3908.31,0.31845,0.2976,0.83895,0.80734,0.8528,0.85912,0.77329,0.45804,0.59321,0.92634,0.00972874,0.00972874,0.00972874
824,3913.3,0.35369,0.31826,0.84614,0.79191,0.85734,0.85912,0.78312,0.45016,0.59281,0.91638,0.00972841,0.00972841,0.00972841
825,3918.29,0.33157,0.30148,0.83277,0.79191,0.85734,0.85912,0.78312,0.45016,0.59281,0.91638,0.00972808,0.00972808,0.00972808
826,3923.3,0.36103,0.31861,0.8365,0.77298,0.86406,0.85768,0.7702,0.48358,0.58414,0.92092,0.00972775,0.00972775,0.00972775
827,3928.3,0.34231,0.30287,0.82835,0.77756,0.86888,0.86302,0.78941,0.45345,0.58791,0.9142,0.00972742,0.00972742,0.00972742
828,3933.32,0.3529,0.33135,0.83697,0.76906,0.86208,0.85911,0.78395,0.43873,0.59019,0.91087,0.00972709,0.00972709,0.00972709
829,3938.27,0.31506,0.29491,0.84239,0.76906,0.86208,0.85911,0.78395,0.43873,0.59019,0.91087,0.00972676,0.00972676,0.00972676
830,3943.27,0.36754,0.32627,0.81712,0.77603,0.85763,0.8555,0.77796,0.463,0.60507,0.91214,0.00972643,0.00972643,0.00972643
831,3948.47,0.3252,0.31163,0.83596,0.85209,0.76398,0.85976,0.78159,0.46051,0.63346,0.91356,0.0097261,0.0097261,0.0097261
832,3953.57,0.31757,0.30069,0.83344,0.85101,0.77017,0.85976,0.77895,0.46429,0.65153,0.9167,0.00972577,0.00972577,0.00972577
833,3958.91,0.36148,0.32739,0.833,0.85101,0.77017,0.85976,0.77895,0.46429,0.65153,0.9167,0.00972544,0.00972544,0.00972544
834,3967.7,0.34163,0.30774,0.84123,0.8532,0.77549,0.86215,0.77677,0.46387,0.65017,0.92731,0.00972511,0.00972511,0.00972511
835,3978.4,0.34875,0.34439,0.82201,0.74967,0.88946,0.8569,0.77432,0.48062,0.65781,0.93592,0.00972478,0.00972478,0.00972478
836,3985.98,0.3443,0.32156,0.80933,0.74464,0.89619,0.85667,0.7744,0.46866,0.59379,0.92819,0.00972445,0.00972445,0.00972445
837,3990.07,0.32555,0.30979,0.83432,0.74464,0.89619,0.85667,0.7744,0.46866,0.59379,0.92819,0.00972412,0.00972412,0.00972412
838,3993.87,0.34434,0.32623,0.82865,0.74198,0.89293,0.8569,0.77841,0.49906,0.63595,0.94826,0.00972379,0.00972379,0.00972379
839,3997.72,0.36025,0.32974,0.85081,0.82011,0.73843,0.85031,0.78129,0.47963,0.61235,0.94071,0.00972346,0.00972346,0.00972346
840,4001.57,0.33625,0.32753,0.81479,0.82233,0.73727,0.83305,0.77124,0.4752,0.60696,0.92586,0.00972313,0.00972313,0.00972313
841,4005.39,0.31679,0.30446,0.83091,0.82233,0.73727,0.83305,0.77124,0.4752,0.60696,0.92586,0.0097228,0.0097228,0.0097228
842,4009.27,0.35007,0.3282,0.84039,0.82015,0.73535,0.82523,0.74856,0.45476,0.62325,0.91531,0.00972247,0.00972247,0.00972247
843,4012.99,0.34987,0.32768,0.85049,0.78645,0.77792,0.82506,0.76315,0.43674,0.62361,0.90531,0.00972214,0.00972214,0.00972214
844,4017.05,0.29723,0.2826,0.80742,0.84561,0.73452,0.82649,0.75068,0.44895,0.62659,0.90255,0.00972181,0.00972181,0.00972181
845,4021.48,0.3533,0.31853,0.83097,0.84561,0.73452,0.82649,0.75068,0.44895,0.62659,0.90255,0.00972148,0.00972148,0.00972148
846,4025.87,0.39264,0.34737,0.8576,0.84406,0.73452,0.83321,0.75571,0.43754,0.59638,0.90415,0.00972115,0.00972115,0.00972115
847,4030.4,0.39306,0.34667,0.85029,0.79461,0.78214,0.83137,0.74711,0.44979,0.61821,0.90918,0.00972082,0.00972082,0.00972082
848,4034.92,0.29644,0.29344,0.81467,0.80316,0.78214,0.84341,0.74956,0.46508,0.61821,0.91386,0.00972049,0.00972049,0.00972049
849,4039.48,0.31987,0.31279,0.81633,0.80316,0.78214,0.84341,0.74956,0.46508,0.61821,0.91386,0.00972016,0.00972016,0.00972016
850,4044.6,0.28081,0.26778,0.82867,0.79669,0.78214,0.84476,0.75703,0.45136,0.60806,0.91467,0.00971983,0.00971983,0.00971983
851,4054.42,0.33199,0.32385,0.82818,0.86098,0.72833,0.83747,0.75164,0.4559,0.60628,0.91759,0.0097195,0.0097195,0.0097195
852,4058.9,0.33939,0.32158,0.83777,0.85239,0.73452,0.84324,0.74814,0.4619,0.60646,0.91649,0.00971917,0.00971917,0.00971917
853,4063.31,0.35497,0.30253,0.84173,0.85239,0.73452,0.84324,0.74814,0.4619,0.60646,0.91649,0.00971884,0.00971884,0.00971884
854,4067.75,0.37305,0.33021,0.87447,0.81751,0.77823,0.84854,0.75789,0.45959,0.61105,0.91237,0.00971851,0.00971851,0.00971851
855,4071.83,0.34689,0.33685,0.82334,0.8574,0.73984,0.85121,0.77676,0.44859,0.63093,0.90694,0.00971818,0.00971818,0.00971818
856,4075.9,0.35759,0.33258,0.82219,0.85094,0.73452,0.84337,0.7645,0.46905,0.62336,0.92407,0.00971785,0.00971785,0.00971785
857,4079.98,0.36109,0.33366,0.81597,0.85094,0.73452,0.84337,0.7645,0.46905,0.62336,0.92407,0.00971752,0.00971752,0.00971752
858,4083.81,0.31169,0.28176,0.82167,0.84778,0.73452,0.83724,0.75965,0.45925,0.63237,0.93683,0.00971719,0.00971719,0.00971719
859,4087.29,0.32264,0.29214,0.82609,0.84721,0.73452,0.83682,0.77016,0.48572,0.66839,0.93636,0.00971686,0.00971686,0.00971686
