epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
5702,22655.2,0.23112,0.20486,0.8173,0.79785,0.74048,0.82832,0.76392,0.4475,0.7539,0.89893,0.00811867,0.00811867,0.00811867
5703,22658.9,0.22122,0.19035,0.79929,0.79688,0.73996,0.82797,0.763,0.44951,0.76921,0.90015,0.00811834,0.00811834,0.00811834
5704,22662.7,0.23391,0.20039,0.79799,0.79572,0.73953,0.82714,0.76299,0.45166,0.78405,0.90142,0.00811801,0.00811801,0.00811801
5705,22666.6,0.19274,0.17867,0.84198,0.79572,0.73953,0.82714,0.76299,0.45166,0.78405,0.90142,0.00811768,0.00811768,0.00811768
5706,22670.6,0.22858,0.19461,0.78741,0.79433,0.74,0.82714,0.76858,0.45242,0.79082,0.90114,0.00811735,0.00811735,0.00811735
5707,22674.5,0.22264,0.21041,0.7852,0.79371,0.73994,0.82766,0.7707,0.45425,0.78612,0.90115,0.00811702,0.00811702,0.00811702
5708,22678.5,0.21656,0.19496,0.77782,0.79351,0.74006,0.8305,0.77327,0.45541,0.77985,0.90115,0.00811669,0.00811669,0.00811669
5709,22682.3,0.20897,0.18044,0.799,0.79351,0.74006,0.8305,0.77327,0.45541,0.77985,0.90115,0.00811636,0.00811636,0.00811636
5710,22686.3,0.21877,0.202,0.82041,0.79365,0.74044,0.83163,0.77455,0.4594,0.77963,0.90149,0.00811603,0.00811603,0.00811603
5711,22690.4,0.2641,0.23075,0.78639,0.79456,0.74048,0.83379,0.77512,0.46324,0.77747,0.90169,0.0081157,0.0081157,0.0081157
5712,22694.4,0.24794,0.19666,0.79607,0.79535,0.74048,0.8305,0.77822,0.46191,0.7751,0.90056,0.00811537,0.00811537,0.00811537
5713,22698.1,0.24473,0.22245,0.83074,0.79535,0.74048,0.8305,0.77822,0.46191,0.7751,0.90056,0.00811504,0.00811504,0.00811504
5714,22702,0.21009,0.19006,0.81156,0.79632,0.74048,0.83014,0.77786,0.46196,0.76862,0.8996,0.00811471,0.00811471,0.00811471
5715,22705.6,0.2295,0.20456,0.79327,0.7973,0.74048,0.83014,0.77505,0.46582,0.76591,0.89955,0.00811438,0.00811438,0.00811438
5716,22709.4,0.23043,0.21187,0.81854,0.79682,0.74048,0.81399,0.76058,0.46858,0.75956,0.89959,0.00811405,0.00811405,0.00811405
5717,22713.1,0.23592,0.21141,0.82465,0.79682,0.74048,0.81399,0.76058,0.46858,0.75956,0.89959,0.00811372,0.00811372,0.00811372
5718,22717,0.23148,0.19814,0.81198,0.79525,0.74048,0.81399,0.76058,0.4705,0.75349,0.90015,0.00811339,0.00811339,0.00811339
5719,22720.7,0.24958,0.2331,0.81693,0.8265,0.73275,0.81869,0.76178,0.4738,0.75025,0.90149,0.00811306,0.00811306,0.00811306
5720,22724.6,0.23882,0.20499,0.80836,0.82557,0.73854,0.82046,0.76417,0.47421,0.73467,0.9017,0.00811273,0.00811273,0.00811273
5721,22728.7,0.20889,0.19545,0.83067,0.82557,0.73854,0.82046,0.76417,0.47421,0.73467,0.9017,0.0081124,0.0081124,0.0081124
5722,22732.6,0.25721,0.21474,0.84207,0.82431,0.74048,0.82482,0.76666,0.47265,0.71446,0.90165,0.00811207,0.00811207,0.00811207
5723,22736.3,0.2804,0.23423,0.82598,0.84107,0.76114,0.83024,0.76913,0.47284,0.69966,0.90157,0.00811174,0.00811174,0.00811174
5724,22740.1,0.18136,0.17508,0.80519,0.81762,0.74048,0.82434,0.76137,0.47216,0.68439,0.90239,0.00811141,0.00811141,0.00811141
5725,22743.9,0.20643,0.19466,0.80796,0.81762,0.74048,0.82434,0.76137,0.47216,0.68439,0.90239,0.00811108,0.00811108,0.00811108
5726,22747.8,0.22453,0.20529,0.8001,0.77807,0.78054,0.82434,0.76098,0.47431,0.67454,0.9038,0.00811075,0.00811075,0.00811075
5727,22751.7,0.23705,0.2025,0.79121,0.78155,0.77992,0.82613,0.76359,0.46766,0.65038,0.90165,0.00811042,0.00811042,0.00811042
5728,22755.7,0.21617,0.20157,0.81901,0.84573,0.73372,0.82901,0.76766,0.45957,0.6263,0.89898,0.00811009,0.00811009,0.00811009
5729,22759.4,0.25718,0.21082,0.82196,0.84573,0.73372,0.82901,0.76766,0.45957,0.6263,0.89898,0.00810976,0.00810976,0.00810976
5730,22763.1,0.20861,0.18904,0.80226,0.84611,0.73481,0.82901,0.7657,0.45679,0.60963,0.89814,0.00810943,0.00810943,0.00810943
5731,22766.9,0.25165,0.20458,0.81478,0.76925,0.81807,0.83316,0.7688,0.45314,0.59146,0.89749,0.0081091,0.0081091,0.0081091
5732,22770.8,0.24206,0.2062,0.81435,0.77184,0.81835,0.83316,0.76822,0.44429,0.5605,0.89392,0.00810877,0.00810877,0.00810877
5733,22774.6,0.23095,0.20136,0.80655,0.77184,0.81835,0.83316,0.76822,0.44429,0.5605,0.89392,0.00810844,0.00810844,0.00810844
5734,22778.5,0.21226,0.20062,0.81495,0.77573,0.81829,0.84483,0.77989,0.44207,0.55123,0.89248,0.00810811,0.00810811,0.00810811
5735,22782.3,0.21016,0.20363,0.80086,0.78052,0.81813,0.857,0.78742,0.44005,0.5455,0.89111,0.00810778,0.00810778,0.00810778
5736,22786,0.22681,0.20285,0.83017,0.78638,0.81804,0.85932,0.78889,0.43683,0.5432,0.89063,0.00810745,0.00810745,0.00810745
5737,22789.8,0.24169,0.20379,0.78675,0.78638,0.81804,0.85932,0.78889,0.43683,0.5432,0.89063,0.00810712,0.00810712,0.00810712
5738,22793.6,0.21309,0.1804,0.8079,0.86616,0.77418,0.86531,0.78595,0.436,0.54456,0.89078,0.00810679,0.00810679,0.00810679
5739,22797.5,0.20563,0.19288,0.79879,0.86688,0.77886,0.86355,0.78459,0.43638,0.54489,0.89104,0.00810646,0.00810646,0.00810646
5740,22801.3,0.20519,0.16713,0.80531,0.86105,0.78214,0.8499,0.77599,0.43713,0.55147,0.89202,0.00810613,0.00810613,0.00810613
5741,22805.2,0.2387,0.20119,0.81184,0.86105,0.78214,0.8499,0.77599,0.43713,0.55147,0.89202,0.0081058,0.0081058,0.0081058
5742,22809.3,0.22886,0.19563,0.8204,0.85314,0.81584,0.85222,0.77774,0.43672,0.55042,0.89272,0.00810547,0.00810547,0.00810547
5743,22813.2,0.20814,0.1913,0.78017,0.85341,0.81948,0.85222,0.77956,0.43751,0.55742,0.89378,0.00810514,0.00810514,0.00810514
5744,22817,0.20481,0.18097,0.79397,0.85287,0.82381,0.85405,0.77974,0.43625,0.56482,0.89374,0.00810481,0.00810481,0.00810481
5745,22820.7,0.22708,0.19168,0.81266,0.85287,0.82381,0.85405,0.77974,0.43625,0.56482,0.89374,0.00810448,0.00810448,0.00810448
5746,22824.6,0.21862,0.178,0.80951,0.8498,0.82381,0.85619,0.78038,0.43889,0.57011,0.89527,0.00810415,0.00810415,0.00810415
5747,22828.5,0.19267,0.17628,0.80727,0.84695,0.82381,0.85439,0.77893,0.43975,0.57552,0.89614,0.00810382,0.00810382,0.00810382
5748,22832.1,0.21388,0.18962,0.81406,0.84503,0.82381,0.85439,0.77639,0.43943,0.57652,0.89734,0.00810349,0.00810349,0.00810349
5749,22836,0.22896,0.20275,0.81777,0.84503,0.82381,0.85439,0.77639,0.43943,0.57652,0.89734,0.00810316,0.00810316,0.00810316
5750,22840,0.20644,0.1881,0.81481,0.84441,0.82381,0.85225,0.77488,0.4384,0.57827,0.89816,0.00810283,0.00810283,0.00810283
5751,22843.8,0.2062,0.17568,0.81856,0.84236,0.82381,0.85225,0.77397,0.43607,0.57817,0.89812,0.0081025,0.0081025,0.0081025
5752,22847.5,0.24924,0.23405,0.80744,0.8367,0.82381,0.85225,0.7706,0.43596,0.58289,0.89891,0.00810217,0.00810217,0.00810217
5753,22851.2,0.21766,0.19431,0.78574,0.8367,0.82381,0.85225,0.7706,0.43596,0.58289,0.89891,0.00810184,0.00810184,0.00810184
5754,22855.2,0.24957,0.21864,0.80622,0.83288,0.82381,0.85405,0.77243,0.43909,0.59073,0.9003,0.00810151,0.00810151,0.00810151
5755,22859.3,0.22384,0.19025,0.81734,0.82991,0.82381,0.85405,0.77088,0.44163,0.60256,0.90128,0.00810118,0.00810118,0.00810118
5756,22863.1,0.2148,0.19258,0.80569,0.82802,0.82381,0.85405,0.77088,0.44163,0.61924,0.90189,0.00810085,0.00810085,0.00810085
5757,22867,0.20858,0.18557,0.80758,0.82802,0.82381,0.85405,0.77088,0.44163,0.61924,0.90189,0.00810052,0.00810052,0.00810052
5758,22871,0.20297,0.18338,0.79689,0.82691,0.82381,0.85071,0.76707,0.44406,0.62714,0.90259,0.00810019,0.00810019,0.00810019
5759,22874.9,0.2235,0.21422,0.81185,0.82652,0.82381,0.8459,0.76032,0.44403,0.62573,0.90216,0.00809986,0.00809986,0.00809986
5760,22878.9,0.21784,0.18636,0.80163,0.82696,0.82381,0.8459,0.75687,0.44865,0.63271,0.90262,0.00809953,0.00809953,0.00809953
5761,22882.7,0.23837,0.19947,0.80239,0.82696,0.82381,0.8459,0.75687,0.44865,0.63271,0.90262,0.0080992,0.0080992,0.0080992
5762,22886.4,0.22492,0.22713,0.80651,0.82721,0.82381,0.8459,0.75626,0.45243,0.64603,0.90388,0.00809887,0.00809887,0.00809887
5763,22890,0.27413,0.22968,0.82871,0.82701,0.82381,0.8459,0.75833,0.46959,0.69381,0.90941,0.00809854,0.00809854,0.00809854
5764,22893.8,0.22187,0.1919,0.81593,0.8272,0.82381,0.84744,0.75881,0.48364,0.7321,0.91335,0.00809821,0.00809821,0.00809821
5765,22897.4,0.21289,0.17727,0.80711,0.8272,0.82381,0.84744,0.75881,0.48364,0.7321,0.91335,0.00809788,0.00809788,0.00809788
5766,22901.2,0.22223,0.19544,0.82422,0.82692,0.82381,0.84622,0.75785,0.47785,0.73966,0.9117,0.00809755,0.00809755,0.00809755
5767,22905.1,0.21851,0.18472,0.79544,0.82659,0.82381,0.84513,0.75774,0.46191,0.71737,0.90613,0.00809722,0.00809722,0.00809722
5768,22908.9,0.23095,0.19928,0.83034,0.82607,0.82381,0.84513,0.75737,0.45425,0.70983,0.90286,0.00809689,0.00809689,0.00809689
5769,22912.8,0.21727,0.19907,0.80929,0.82607,0.82381,0.84513,0.75737,0.45425,0.70983,0.90286,0.00809656,0.00809656,0.00809656
5770,22916.8,0.18784,0.17995,0.80136,0.82499,0.82381,0.84415,0.75656,0.45188,0.70298,0.9026,0.00809623,0.00809623,0.00809623
5771,22920.5,0.19913,0.18199,0.79156,0.82383,0.82381,0.84595,0.76215,0.4502,0.70578,0.90198,0.0080959,0.0080959,0.0080959
5772,22924.5,0.25892,0.22428,0.82454,0.82242,0.82178,0.84595,0.76164,0.44868,0.70723,0.90131,0.00809557,0.00809557,0.00809557
5773,22928.3,0.2204,0.19935,0.80651,0.82242,0.82178,0.84595,0.76164,0.44868,0.70723,0.90131,0.00809524,0.00809524,0.00809524
5774,22932.1,0.21611,0.19223,0.79763,0.82075,0.82085,0.84595,0.76359,0.4441,0.69405,0.90003,0.00809491,0.00809491,0.00809491
5775,22935.9,0.21143,0.20137,0.81218,0.8195,0.82051,0.83429,0.75465,0.43946,0.68276,0.89919,0.00809458,0.00809458,0.00809458
5776,22939.7,0.22962,0.19703,0.80383,0.81813,0.82023,0.83262,0.75475,0.43481,0.67364,0.89723,0.00809425,0.00809425,0.00809425
5777,22943.7,0.23049,0.20738,0.80738,0.81813,0.82023,0.83262,0.75475,0.43481,0.67364,0.89723,0.00809392,0.00809392,0.00809392
5778,22947.6,0.19272,0.17164,0.77487,0.81705,0.81997,0.8319,0.75468,0.43204,0.66406,0.89639,0.00809359,0.00809359,0.00809359
5779,22951.6,0.23967,0.20761,0.83497,0.80984,0.81907,0.82789,0.76057,0.42909,0.65655,0.89589,0.00809326,0.00809326,0.00809326
5780,22955.5,0.2127,0.20389,0.81035,0.81005,0.81918,0.82028,0.7645,0.42721,0.65043,0.89482,0.00809293,0.00809293,0.00809293
5781,22959.2,0.20512,0.18772,0.80285,0.81005,0.81918,0.82028,0.7645,0.42721,0.65043,0.89482,0.0080926,0.0080926,0.0080926
5782,22962.9,0.22692,0.20301,0.8246,0.81037,0.81916,0.82057,0.76727,0.42478,0.64317,0.89384,0.00809227,0.00809227,0.00809227
5783,22966.7,0.20688,0.17485,0.78849,0.81112,0.81915,0.82057,0.76727,0.4191,0.63454,0.8929,0.00809194,0.00809194,0.00809194
5784,22970.5,0.20838,0.17651,0.80928,0.81096,0.819,0.8209,0.76798,0.41441,0.62087,0.8912,0.00809161,0.00809161,0.00809161
5785,22974.6,0.20209,0.1867,0.81565,0.81096,0.819,0.8209,0.76798,0.41441,0.62087,0.8912,0.00809128,0.00809128,0.00809128
5786,22978.3,0.23555,0.19513,0.77297,0.81266,0.81897,0.8209,0.76534,0.40909,0.61003,0.88986,0.00809095,0.00809095,0.00809095
5787,22982,0.22565,0.19483,0.79833,0.81439,0.8188,0.81956,0.7702,0.40311,0.60475,0.88917,0.00809062,0.00809062,0.00809062
5788,22986,0.23803,0.21223,0.81765,0.85809,0.78539,0.81924,0.7694,0.39852,0.5984,0.88962,0.00809029,0.00809029,0.00809029
5789,22990,0.19533,0.18841,0.79066,0.85809,0.78539,0.81924,0.7694,0.39852,0.5984,0.88962,0.00808996,0.00808996,0.00808996
5790,22993.9,0.19981,0.18892,0.82464,0.86639,0.78588,0.81956,0.76398,0.39543,0.59115,0.88999,0.00808963,0.00808963,0.00808963
5791,22997.7,0.24454,0.20816,0.79854,0.8742,0.78597,0.81956,0.77014,0.39411,0.58306,0.89132,0.0080893,0.0080893,0.0080893
5792,23001.6,0.20617,0.1918,0.81668,0.87426,0.78821,0.81736,0.77335,0.39361,0.57857,0.89211,0.00808897,0.00808897,0.00808897
5793,23005.6,0.23371,0.20792,0.82316,0.87426,0.78821,0.81736,0.77335,0.39361,0.57857,0.89211,0.00808864,0.00808864,0.00808864
5794,23009.6,0.27001,0.21294,0.78928,0.87239,0.78977,0.81736,0.77335,0.39221,0.57833,0.89247,0.00808831,0.00808831,0.00808831
5795,23013.4,0.20392,0.18417,0.81087,0.86984,0.79284,0.82695,0.78158,0.39287,0.5799,0.89476,0.00808798,0.00808798,0.00808798
5796,23017,0.22969,0.20134,0.80812,0.867,0.79722,0.83938,0.79427,0.39428,0.58218,0.89576,0.00808765,0.00808765,0.00808765
5797,23020.7,0.21814,0.18773,0.78444,0.867,0.79722,0.83938,0.79427,0.39428,0.58218,0.89576,0.00808732,0.00808732,0.00808732
5798,23024.6,0.22809,0.19483,0.80445,0.86677,0.8011,0.84121,0.79648,0.39602,0.57858,0.89698,0.00808699,0.00808699,0.00808699
5799,23028.2,0.22468,0.18724,0.81664,0.86428,0.80213,0.83955,0.78944,0.40308,0.57935,0.89952,0.00808666,0.00808666,0.00808666
5800,23032,0.2169,0.18663,0.81737,0.8622,0.80352,0.84232,0.78626,0.40988,0.58303,0.90148,0.00808633,0.00808633,0.00808633
5801,23035.7,0.2571,0.21591,0.82585,0.8622,0.80352,0.84232,0.78626,0.40988,0.58303,0.90148,0.008086,0.008086,0.008086
5802,23039.6,0.22396,0.18832,0.81829,0.78072,0.81149,0.83625,0.78011,0.40917,0.58348,0.89945,0.00808567,0.00808567,0.00808567
5803,23043.5,0.19553,0.18023,0.77813,0.78224,0.81352,0.83966,0.78047,0.40574,0.58318,0.89759,0.00808534,0.00808534,0.00808534
5804,23047.3,0.25355,0.20914,0.81532,0.7653,0.81545,0.84065,0.77562,0.40353,0.57555,0.89586,0.00808501,0.00808501,0.00808501
5805,23051,0.23208,0.19334,0.78488,0.7653,0.81545,0.84065,0.77562,0.40353,0.57555,0.89586,0.00808468,0.00808468,0.00808468
5806,23055,0.22599,0.17503,0.81874,0.7532,0.8188,0.84277,0.78014,0.40033,0.56697,0.89316,0.00808435,0.00808435,0.00808435
5807,23059,0.23138,0.20503,0.82554,0.83727,0.73234,0.8436,0.78106,0.40163,0.55911,0.89127,0.00808402,0.00808402,0.00808402
5808,23063.1,0.20117,0.18356,0.80726,0.836,0.72981,0.84429,0.77888,0.40035,0.55119,0.89005,0.00808369,0.00808369,0.00808369
5809,23067,0.22077,0.1904,0.82716,0.836,0.72981,0.84429,0.77888,0.40035,0.55119,0.89005,0.00808336,0.00808336,0.00808336
5810,23071,0.23888,0.20649,0.80202,0.83481,0.72906,0.84429,0.77888,0.39943,0.54477,0.88843,0.00808303,0.00808303,0.00808303
5811,23075,0.23149,0.20866,0.80917,0.79752,0.81278,0.85079,0.78324,0.39711,0.54051,0.88649,0.0080827,0.0080827,0.0080827
5812,23079,0.2386,0.19452,0.79382,0.80109,0.81236,0.84949,0.78175,0.39721,0.53828,0.885,0.00808237,0.00808237,0.00808237
5813,23082.8,0.23392,0.22666,0.82685,0.80109,0.81236,0.84949,0.78175,0.39721,0.53828,0.885,0.00808204,0.00808204,0.00808204
5814,23086.7,0.2301,0.20028,0.80574,0.8058,0.81115,0.84949,0.78041,0.39552,0.53617,0.8839,0.00808171,0.00808171,0.00808171
5815,23090.6,0.20865,0.18227,0.8179,0.81079,0.81109,0.84949,0.78041,0.39543,0.53504,0.88249,0.00808138,0.00808138,0.00808138
5816,23094.5,0.19989,0.1807,0.81281,0.81535,0.81187,0.84997,0.77764,0.39327,0.53054,0.8808,0.00808105,0.00808105,0.00808105
5817,23098.2,0.22377,0.18667,0.80527,0.81535,0.81187,0.84997,0.77764,0.39327,0.53054,0.8808,0.00808072,0.00808072,0.00808072
5818,23102,0.23409,0.19785,0.81538,0.83124,0.72963,0.84575,0.77586,0.39045,0.52936,0.87786,0.00808039,0.00808039,0.00808039
5819,23105.9,0.19868,0.18723,0.78214,0.8341,0.7297,0.84705,0.77735,0.38961,0.52979,0.87636,0.00808006,0.00808006,0.00808006
5820,23109.6,0.223,0.19724,0.82533,0.83785,0.72967,0.84964,0.77771,0.38984,0.5314,0.87614,0.00807973,0.00807973,0.00807973
5821,23113.4,0.23732,0.21503,0.8209,0.83785,0.72967,0.84964,0.77771,0.38984,0.5314,0.87614,0.0080794,0.0080794,0.0080794
5822,23117,0.19331,0.17197,0.78434,0.84223,0.72968,0.84834,0.77622,0.39109,0.53133,0.87479,0.00807907,0.00807907,0.00807907
5823,23120.8,0.20477,0.18594,0.80004,0.84786,0.72984,0.84834,0.7851,0.39145,0.53007,0.87386,0.00807874,0.00807874,0.00807874
5824,23124.4,0.21081,0.18521,0.76866,0.85244,0.73166,0.84834,0.78015,0.39061,0.53307,0.87316,0.00807841,0.00807841,0.00807841
5825,23128.2,0.22956,0.1841,0.80623,0.85244,0.73166,0.84834,0.78015,0.39061,0.53307,0.87316,0.00807808,0.00807808,0.00807808
5826,23132.2,0.19943,0.17398,0.8037,0.85346,0.73349,0.84721,0.7753,0.39141,0.54211,0.87148,0.00807775,0.00807775,0.00807775
5827,23136.2,0.21576,0.20168,0.79655,0.85043,0.72946,0.84721,0.7753,0.39165,0.55626,0.8706,0.00807742,0.00807742,0.00807742
5828,23139.9,0.20682,0.18643,0.80971,0.77233,0.82381,0.84721,0.77177,0.3938,0.56073,0.87116,0.00807709,0.00807709,0.00807709
5829,23143.6,0.21587,0.18961,0.83238,0.77233,0.82381,0.84721,0.77177,0.3938,0.56073,0.87116,0.00807676,0.00807676,0.00807676
5830,23147.5,0.20149,0.18304,0.79951,0.77945,0.82381,0.84721,0.774,0.39449,0.56663,0.87115,0.00807643,0.00807643,0.00807643
5831,23151.4,0.21395,0.18611,0.79366,0.77738,0.82348,0.84721,0.77681,0.39556,0.5717,0.87335,0.0080761,0.0080761,0.0080761
5832,23155.4,0.23038,0.20855,0.81497,0.77557,0.8229,0.84721,0.77643,0.3952,0.57456,0.87344,0.00807577,0.00807577,0.00807577
5833,23159.3,0.19991,0.18378,0.82276,0.77557,0.8229,0.84721,0.77643,0.3952,0.57456,0.87344,0.00807544,0.00807544,0.00807544
5834,23163.3,0.18403,0.17483,0.79601,0.76814,0.82271,0.84623,0.77942,0.3948,0.58232,0.87366,0.00807511,0.00807511,0.00807511
5835,23167.2,0.22713,0.17959,0.83977,0.7503,0.82479,0.84623,0.78204,0.39138,0.58982,0.87268,0.00807478,0.00807478,0.00807478
5836,23171.1,0.25792,0.20667,0.80128,0.749,0.83131,0.84623,0.78204,0.38899,0.60164,0.87238,0.00807445,0.00807445,0.00807445
5837,23175,0.25881,0.2141,0.81257,0.749,0.83131,0.84623,0.78204,0.38899,0.60164,0.87238,0.00807412,0.00807412,0.00807412
5838,23178.9,0.21458,0.17841,0.81239,0.84463,0.72963,0.84642,0.78846,0.38764,0.61929,0.87308,0.00807379,0.00807379,0.00807379
5839,23182.9,0.25096,0.22312,0.81412,0.84432,0.72977,0.84588,0.78737,0.38691,0.63248,0.87156,0.00807346,0.00807346,0.00807346
5840,23186.6,0.22613,0.19936,0.83147,0.84417,0.72992,0.84642,0.78461,0.38679,0.63052,0.87124,0.00807313,0.00807313,0.00807313
5841,23190.6,0.2309,0.20757,0.80954,0.84417,0.72992,0.84642,0.78461,0.38679,0.63052,0.87124,0.0080728,0.0080728,0.0080728
5842,23194.3,0.20858,0.17636,0.76912,0.75009,0.83675,0.84543,0.78353,0.38429,0.63918,0.87079,0.00807247,0.00807247,0.00807247
5843,23198.2,0.24841,0.2033,0.81271,0.84476,0.73021,0.84424,0.79031,0.38649,0.65206,0.87137,0.00807214,0.00807214,0.00807214
5844,23201.9,0.20719,0.18362,0.79666,0.84623,0.73052,0.84424,0.79118,0.38745,0.66252,0.87225,0.00807181,0.00807181,0.00807181
5845,23205.7,0.22472,0.20271,0.82137,0.84623,0.73052,0.84424,0.79118,0.38745,0.66252,0.87225,0.00807148,0.00807148,0.00807148
5846,23209.7,0.23269,0.20193,0.81999,0.76228,0.81591,0.84363,0.79032,0.39006,0.6717,0.87392,0.00807115,0.00807115,0.00807115
5847,23213.7,0.22263,0.21236,0.78555,0.77049,0.81388,0.84363,0.7946,0.39548,0.68605,0.87827,0.00807082,0.00807082,0.00807082
5848,23217.7,0.25541,0.20941,0.80844,0.77713,0.81168,0.84363,0.7946,0.39544,0.67884,0.87934,0.00807049,0.00807049,0.00807049
5849,23221.5,0.24391,0.20858,0.82111,0.77713,0.81168,0.84363,0.7946,0.39544,0.67884,0.87934,0.00807016,0.00807016,0.00807016
5850,23225.3,0.20407,0.18415,0.78247,0.77997,0.80947,0.84337,0.79407,0.39228,0.67099,0.88001,0.00806983,0.00806983,0.00806983
5851,23229,0.22225,0.20924,0.80877,0.78251,0.80685,0.84128,0.79948,0.39002,0.65927,0.88088,0.0080695,0.0080695,0.0080695
5852,23232.9,0.22864,0.20339,0.81756,0.78436,0.80529,0.84128,0.79541,0.3891,0.64759,0.88244,0.00806917,0.00806917,0.00806917
5853,23236.8,0.22134,0.19878,0.79543,0.78436,0.80529,0.84128,0.79541,0.3891,0.64759,0.88244,0.00806884,0.00806884,0.00806884
5854,23240.6,0.21171,0.18654,0.78319,0.85265,0.73416,0.83712,0.79226,0.38775,0.64152,0.88317,0.00806851,0.00806851,0.00806851
5855,23244.4,0.20855,0.18332,0.80399,0.85986,0.74728,0.84579,0.80069,0.38817,0.63884,0.88405,0.00806818,0.00806818,0.00806818
5856,23248.2,0.21643,0.18622,0.79227,0.86051,0.74685,0.84579,0.80092,0.3856,0.63875,0.88354,0.00806785,0.00806785,0.00806785
5857,23252,0.22801,0.20324,0.82089,0.86051,0.74685,0.84579,0.80092,0.3856,0.63875,0.88354,0.00806752,0.00806752,0.00806752
5858,23255.9,0.23416,0.19716,0.78791,0.86114,0.74674,0.8451,0.79604,0.38747,0.63765,0.88455,0.00806719,0.00806719,0.00806719
5859,23259.6,0.24851,0.20003,0.81531,0.86094,0.74732,0.8451,0.79643,0.38954,0.64005,0.88522,0.00806686,0.00806686,0.00806686
5860,23263.5,0.26802,0.2198,0.81456,0.86029,0.74794,0.84456,0.79866,0.3901,0.63785,0.88532,0.00806653,0.00806653,0.00806653
5861,23267.2,0.20322,0.1804,0.81888,0.86029,0.74794,0.84456,0.79866,0.3901,0.63785,0.88532,0.0080662,0.0080662,0.0080662
5862,23271.2,0.28087,0.22925,0.82315,0.85952,0.74903,0.84345,0.79789,0.39301,0.63165,0.88685,0.00806587,0.00806587,0.00806587
5863,23275.2,0.26462,0.22121,0.79322,0.82534,0.78056,0.84302,0.79746,0.3958,0.62725,0.88852,0.00806554,0.00806554,0.00806554
5864,23279,0.23404,0.20975,0.82776,0.82776,0.78119,0.84227,0.79671,0.3984,0.62416,0.89101,0.00806521,0.00806521,0.00806521
5865,23283,0.27081,0.22433,0.80446,0.82776,0.78119,0.84227,0.79671,0.3984,0.62416,0.89101,0.00806488,0.00806488,0.00806488
5866,23286.9,0.17856,0.16873,0.77933,0.83074,0.78204,0.84551,0.79759,0.40125,0.62194,0.89296,0.00806455,0.00806455,0.00806455
5867,23290.6,0.23345,0.20385,0.81462,0.83253,0.78214,0.84613,0.79631,0.40302,0.62345,0.89433,0.00806422,0.00806422,0.00806422
5868,23294.5,0.20753,0.18547,0.78546,0.8337,0.78214,0.84613,0.79313,0.40522,0.62222,0.89588,0.00806389,0.00806389,0.00806389
5869,23298.4,0.26833,0.2049,0.82427,0.8337,0.78214,0.84613,0.79313,0.40522,0.62222,0.89588,0.00806356,0.00806356,0.00806356
5870,23302.2,0.25584,0.20052,0.81225,0.83445,0.78214,0.8476,0.7938,0.40634,0.6192,0.89519,0.00806323,0.00806323,0.00806323
5871,23306,0.22334,0.1961,0.81656,0.86856,0.78214,0.84796,0.79416,0.40676,0.61455,0.89516,0.0080629,0.0080629,0.0080629
5872,23309.7,0.21022,0.1987,0.79599,0.86985,0.78214,0.8476,0.79439,0.40817,0.6134,0.89374,0.00806257,0.00806257,0.00806257
5873,23313.6,0.22887,0.20751,0.80251,0.86985,0.78214,0.8476,0.79439,0.40817,0.6134,0.89374,0.00806224,0.00806224,0.00806224
5874,23317.4,0.20359,0.19677,0.7812,0.87062,0.78214,0.84784,0.79282,0.40802,0.60608,0.89315,0.00806191,0.00806191,0.00806191
5875,23321.2,0.2283,0.19166,0.81116,0.87128,0.78214,0.84883,0.79459,0.4065,0.59681,0.89218,0.00806158,0.00806158,0.00806158
5876,23325,0.21086,0.19225,0.8244,0.8717,0.78214,0.84856,0.79086,0.40237,0.588,0.88969,0.00806125,0.00806125,0.00806125
5877,23328.8,0.24426,0.20066,0.81047,0.8717,0.78214,0.84856,0.79086,0.40237,0.588,0.88969,0.00806092,0.00806092,0.00806092
5878,23332.6,0.20407,0.17536,0.80399,0.83655,0.82567,0.8551,0.79364,0.39971,0.58184,0.88757,0.00806059,0.00806059,0.00806059
5879,23336.5,0.24093,0.20227,0.80347,0.83858,0.82563,0.8551,0.78856,0.39913,0.57276,0.88674,0.00806026,0.00806026,0.00806026
5880,23340.4,0.24148,0.21259,0.80303,0.83848,0.82566,0.85767,0.78929,0.40017,0.56957,0.88854,0.00805993,0.00805993,0.00805993
5881,23344.2,0.21765,0.1875,0.812,0.83848,0.82566,0.85767,0.78929,0.40017,0.56957,0.88854,0.0080596,0.0080596,0.0080596
5882,23348.1,0.22346,0.19771,0.80467,0.83817,0.82567,0.85742,0.78932,0.39976,0.56183,0.88853,0.00805927,0.00805927,0.00805927
5883,23352.2,0.22069,0.19861,0.8133,0.83682,0.82564,0.85866,0.78813,0.39739,0.56,0.88685,0.00805894,0.00805894,0.00805894
5884,23356.2,0.25461,0.21497,0.81005,0.82263,0.84088,0.85866,0.78813,0.39387,0.5564,0.88627,0.00805861,0.00805861,0.00805861
